AUC_test	PRC_test
0.7072823825336109	0.7327903853235285
0.6998678996555203	0.7279766098402403
0.7042199896461317	0.7347846476842463
0.7015680163146415	0.7274508316113972
0.7030194569088071	0.7317787111127464
0.699034211866435	0.7302284853115861
0.7122409995179019	0.7363063113208603
0.7011435399802164	0.7263439896652457
0.70131643404026	0.7302965145159551
0.7115991916111244	0.7344610268952659

0.7319358018303006	0.768141907815539
