Val	Epoch	Time	Loss_train	AUC_dev	PRC_dev	AUC_test	PRC_test
1	18	1277.671564	0.17207168	0.819042397	0.835042053	0.796048193	0.806924587
1	19	1348.100417	0.15257908	0.818643826	0.834528934	0.793349398	0.799095269
1	20	1418.913158	0.13588491	0.818789977	0.828095586	0.790248996	0.801411855
1	21	1490.619708	0.12783362	0.816570729	0.822775976	0.788353414	0.785266209
1	22	1560.83978	0.119491294	0.816898613	0.814712601	0.788915663	0.787514194
1	23	1631.166749	0.11400217	0.811968174	0.817205203	0.790923695	0.784460868
1	24	1702.634183	0.110320434	0.811836351	0.811878875	0.788947791	0.780618045
1	25	1773.484203	0.1081224	0.811494616	0.815702162	0.781253012	0.772472711
1	26	1843.425526	0.10675238	0.811627871	0.814207496	0.787686747	0.786478436
1	27	1914.113538	0.10689598	0.814009986	0.814214594	0.779309237	0.767002951
1	28	1984.551211	0.10636513	0.81096279	0.814893363	0.784771084	0.769530399
1	29	2054.544309	0.10571905	0.813300964	0.814167872	0.783212851	0.7657316
1	30	2124.664997	0.10530636	0.8129129	0.81312594	0.779742972	0.759954446
1	31	2195.232199	0.105714746	0.810040034	0.812242734	0.784096386	0.77378035
1	32	2265.506423	0.105092876	0.81100482	0.812954868	0.792706827	0.77846875
1	33	2336.454471	0.105023794	0.813673505	0.818477132	0.774120482	0.764258336
1	34	2407.608928	0.10465929	0.811064283	0.811913919	0.790875502	0.780595919
1	35	2478.809115	0.104122795	0.811862859	0.812812416	0.77988755	0.765576186
1	36	2550.001988	0.10494261	0.811308346	0.813755325	0.785108434	0.777366669
1	37	2620.589084	0.104789935	0.81251194	0.814041332	0.787823293	0.767318545
1	38	2690.686004	0.1046681	0.808655422	0.814621722	0.779502008	0.761258576
1	39	2761.876984	0.10447894	0.812131041	0.81241084	0.780722892	0.759721979
1	40	2833.252141	0.10438842	0.807833444	0.812668417	0.786425703	0.782330249
1	41	2902.710717	0.10495817	0.813598758	0.815497971	0.786522088	0.780191557
1	42	2973.177879	0.10391734	0.811207091	0.811660793	0.78388755	0.764775653
1	43	3044.050778	0.10499702	0.813953866	0.816392509	0.786184739	0.773409214
1	44	3114.579597	0.103645176	0.809854957	0.813654623	0.789140562	0.765982143
1	45	3186.011099	0.10479932	0.813002214	0.817055724	0.783004016	0.773038125
1	46	3256.458326	0.10545438	0.812200057	0.81395031	0.778040161	0.766058367
1	47	3326.325745	0.10525975	0.813510637	0.816027697	0.789670683	0.775807412
1	48	3396.856235	0.10452895	0.809061158	0.81300672	0.786024096	0.763615208
1	49	3467.404817	0.1036647	0.808504495	0.811503731	0.778024096	0.768722615
1	50	3537.620877	0.104284704	0.811557662	0.809146241	0.78788755	0.780853279
2	1	71.61128229	0.6099722	0.765203503	0.787453628	0.775437751	0.803019846
2	2	141.9375254	0.55175155	0.791849514	0.817199226	0.778313253	0.801028308
2	3	212.484782	0.5285849	0.797898772	0.827840296	0.772	0.802479027
2	4	284.0930759	0.5081668	0.802026815	0.830626643	0.786763052	0.820633311
2	5	354.6205781	0.49243498	0.797094465	0.825889646	0.773477912	0.804679896
2	6	424.6435124	0.46359047	0.809962899	0.837574269	0.781831325	0.803147881
2	7	496.3347068	0.43881494	0.813240306	0.841354409	0.785124498	0.804603177
2	8	566.2491898	0.41693717	0.811073358	0.840554501	0.772176707	0.788702921
2	9	638.013955	0.3839021	0.817740413	0.843720877	0.787293173	0.808042257
2	10	709.5188738	0.35212058	0.814924861	0.843009342	0.783485944	0.801148927
2	11	780.0024317	0.31767753	0.814630649	0.841956768	0.773542169	0.794768309
2	12	850.4782748	0.2881149	0.820968149	0.846788499	0.77524498	0.795899947
2	13	922.9085489	0.2676101	0.820335306	0.844722423	0.770248996	0.792250583
2	14	994.727534	0.25080135	0.817631517	0.844938069	0.768465863	0.790780781
2	15	1066.539123	0.23841314	0.819444789	0.845879799	0.765108434	0.787349985
2	16	1136.677088	0.2328868	0.818913202	0.844126928	0.764417671	0.781113096
2	17	1207.499417	0.22627077	0.817633188	0.84248511	0.764594378	0.779978646
2	18	1279.486294	0.22312614	0.818122984	0.842604	0.762875502	0.780450683
2	19	1350.062621	0.22107595	0.818450868	0.844006521	0.75762249	0.773444873
2	20	1420.141797	0.22047983	0.817406559	0.842545467	0.759212851	0.777186936
2	21	1491.01399	0.21903013	0.816132277	0.84128301	0.758618474	0.777117318
2	22	1563.057315	0.21754962	0.816481415	0.841473582	0.757751004	0.775856034
2	23	1634.963532	0.21728002	0.817182557	0.842157494	0.759164659	0.775411011
2	24	1705.525319	0.21694198	0.81789946	0.843484886	0.755437751	0.774124851
2	25	1777.44243	0.21640289	0.817054555	0.841805712	0.752048193	0.771364233
2	26	1848.588118	0.21609782	0.817639397	0.842416827	0.757044177	0.77530364
2	27	1919.399738	0.21628524	0.816933479	0.841680037	0.754506024	0.76906837
2	28	1990.484305	0.21620743	0.816972166	0.842701923	0.757726908	0.772818546
3	1	71.36435765	0.61798084	0.74460846	0.77287514	0.773269076	0.800589181
3	2	142.7457379	0.55936974	0.777385986	0.805298294	0.782506024	0.804108578
3	3	214.1491372	0.5265613	0.785944517	0.812474471	0.778216867	0.810403464
3	4	285.3344645	0.50934374	0.79557173	0.823421689	0.786698795	0.814273757
3	5	357.0086419	0.49347377	0.795587257	0.822445378	0.78237751	0.809049069
4	1	70.49331947	0.6190812	0.762073506	0.783546754	0.764610442	0.785202999
4	2	140.8140724	0.5598848	0.787383819	0.81279934	0.782040161	0.810797162
4	3	211.7003739	0.5250852	0.792250526	0.817066494	0.792835341	0.825820985
4	4	282.7743422	0.5052278	0.796071671	0.82578379	0.791919679	0.822402926
4	5	353.3621276	0.48841888	0.802383726	0.83085535	0.793365462	0.821555171
4	6	425.4344578	0.4752463	0.803982876	0.832351274	0.790859438	0.82319746
4	7	497.2495146	0.4594784	0.808586401	0.83869761	0.790859438	0.819726558
4	8	569.9454484	0.4509032	0.810470464	0.839486332	0.789975904	0.827715595
4	9	641.3686961	0.43326786	0.806660066	0.838545651	0.778409639	0.820215587
4	10	712.1961934	0.39745775	0.819426513	0.84889397	0.788032129	0.823067281
4	11	782.818074	0.35999745	0.819870243	0.849312942	0.787550201	0.819482121
4	12	854.9408371	0.33232456	0.81435442	0.845132592	0.8002249	0.833405275
4	13	925.9196417	0.2897817	0.813052365	0.842561571	0.789831325	0.826983208
4	14	997.7171228	0.24488948	0.819448007	0.847566932	0.799212851	0.829253278
4	15	1069.055114	0.21454298	0.821952768	0.849484004	0.792433735	0.819475275
4	16	1140.736846	0.18888389	0.815703762	0.845311444	0.794024096	0.824060663
4	17	1212.133066	0.16735572	0.822620991	0.849507519	0.796803213	0.826094143
4	18	1283.339408	0.14790876	0.826320098	0.852188392	0.788321285	0.820982731
4	19	1354.102555	0.13453664	0.819554044	0.846191937	0.795598394	0.826260382
4	20	1424.504655	0.124195896	0.820720448	0.846249417	0.798136546	0.830676025
4	21	1495.134005	0.11578798	0.823589412	0.849940198	0.802650602	0.833029291
4	22	1566.130474	0.10714585	0.822668038	0.849436728	0.793839357	0.824306719
4	23	1636.595559	0.1008363	0.817614096	0.846655006	0.800144578	0.832950659
4	24	1707.502994	0.09623555	0.821162268	0.848352469	0.799726908	0.832556789
4	25	1778.012275	0.096381575	0.818957945	0.845867329	0.793863454	0.825748549
4	26	1850.562114	0.09322624	0.820903147	0.84718657	0.801204819	0.82783312
4	27	1921.431445	0.09321021	0.82012841	0.846637658	0.801269076	0.827500078
4	28	1992.655753	0.09143875	0.819074968	0.845363402	0.798168675	0.830396214
4	29	2063.603325	0.09071555	0.821153671	0.847926249	0.802248996	0.834457714
4	30	2133.603372	0.09171289	0.819055384	0.847727283	0.797686747	0.82910568
4	31	2204.756747	0.09073836	0.819001172	0.847152674	0.791421687	0.827163683
5	1	70.75636889	0.62074023	0.728883083	0.759688656	0.772787149	0.79207577
5	2	141.7903717	0.5748052	0.779144706	0.812171131	0.777124498	0.802527037
5	3	212.535531	0.55305135	0.780476342	0.813595777	0.778409639	0.810655012
5	4	282.7054625	0.5352405	0.783511689	0.817141477	0.777718876	0.803601685
5	5	354.1099193	0.52395964	0.787382413	0.816772802	0.767646586	0.790019705
5	6	424.1301829	0.5201692	0.779892199	0.817586426	0.772	0.799522064
5	7	494.8650597	0.49028322	0.808065044	0.840208401	0.784514056	0.821175921
5	8	564.9414595	0.47277513	0.811837137	0.841731596	0.783935743	0.816164257
5	9	636.904332	0.45876268	0.816040771	0.845280567	0.781783133	0.817497061
5	10	707.8654746	0.44712564	0.808893257	0.839454343	0.80086747	0.829880357
5	11	779.161224	0.42390913	0.820012753	0.846908911	0.799759036	0.833519165
5	12	850.6753527	0.4018545	0.816825519	0.845283658	0.796257028	0.837785467
5	13	921.698535	0.37659654	0.8222132	0.849056742	0.793895582	0.829476671
5	14	993.2231461	0.35880646	0.819538226	0.846518973	0.798634538	0.832903
5	15	1063.555083	0.34191716	0.81831334	0.846713016	0.792289157	0.826426419
5	16	1135.018505	0.3276625	0.818189634	0.846635964	0.796417671	0.828237863
5	17	1205.028674	0.31891787	0.81829519	0.846970152	0.80453012	0.837425509
5	18	1275.861216	0.315496	0.821627385	0.848414941	0.802522088	0.833912131
5	19	1347.848256	0.31158423	0.821372808	0.848538337	0.80053012	0.834631051
5	20	1417.733965	0.3080391	0.821064975	0.84788969	0.799180723	0.833702779
5	21	1488.721734	0.30601028	0.82084001	0.848081649	0.798746988	0.831460694
5	22	1559.512615	0.3050362	0.819571421	0.84660886	0.79946988	0.832193713
5	23	1630.419236	0.3045067	0.822562349	0.848845423	0.800449799	0.834320294
5	24	1701.245362	0.3041741	0.821301402	0.848514917	0.800626506	0.834867541
5	25	1772.73712	0.30419016	0.821429407	0.848371649	0.799293173	0.832154124
5	26	1843.535715	0.3040569	0.8190797	0.847575028	0.800674699	0.83366457
5	27	1914.92351	0.3033148	0.820237717	0.8459936	0.799791165	0.832600493
5	28	1985.739478	0.30370378	0.818715028	0.846091369	0.798345382	0.831896574
5	29	2055.577974	0.30418012	0.820021589	0.847733828	0.801092369	0.834773986
5	30	2126.421877	0.30322742	0.819807371	0.846911945	0.801349398	0.832015458
5	31	2197.001675	0.30328584	0.822304906	0.849581979	0.800465863	0.835466083
5	32	2268.956267	0.3026923	0.820706035	0.848330823	0.802184739	0.833584031
5	33	2339.899315	0.30286506	0.81958384	0.847247806	0.799646586	0.832684298
5	34	2409.89656	0.30317542	0.820154848	0.847312995	0.798040161	0.832692185
5	35	2481.123951	0.30243084	0.818749418	0.846373983	0.801493976	0.832166526
5	36	2551.121099	0.30366677	0.820112578	0.847296517	0.802939759	0.835706894
5	37	2624.10372	0.30337083	0.820378857	0.847723498	0.804257028	0.837721081
5	38	2694.255477	0.30290565	0.819709934	0.847447877	0.802875502	0.83562346
5	39	2764.506949	0.30336612	0.81864219	0.846767317	0.798971888	0.831879282
5	40	2835.767808	0.302872	0.819011399	0.846058514	0.805156627	0.836433329
5	41	2907.242127	0.30326647	0.821216861	0.84837039	0.798538153	0.830584428
5	42	2978.552964	0.30356848	0.820409903	0.846889475	0.802522088	0.835420247
5	43	3050.307774	0.30362645	0.821691388	0.84884536	0.801638554	0.83445029
5	44	3121.260759	0.3029833	0.821038705	0.847641662	0.803967871	0.837121923
5	45	3191.464748	0.30325797	0.818967218	0.846908519	0.804610442	0.836505846
5	46	3262.579464	0.30256596	0.820922402	0.848247778	0.799646586	0.833819248
5	47	3333.346482	0.30410412	0.819657156	0.847858077	0.800257028	0.834111372
5	48	3403.840178	0.30360422	0.818197276	0.846386851	0.800738956	0.832250151
5	49	3474.680428	0.30422524	0.819894778	0.847564657	0.805092369	0.836687661
5	50	3546.173782	0.30382714	0.82059212	0.84783438	0.805654618	0.838010812
6	1	71.13493211	0.6338096	0.728121291	0.742622568	0.73384739	0.756303549
6	2	141.6088718	0.59169513	0.757878838	0.77234366	0.74626506	0.770776815
6	3	211.8568483	0.5658491	0.761403283	0.779769185	0.735277108	0.730564977
6	4	282.9466395	0.5548993	0.790665081	0.814362999	0.791036145	0.81398987
6	5	354.2546339	0.53625566	0.790310463	0.815807243	0.789831325	0.813559872
6	6	425.6393225	0.5066351	0.804992346	0.830546365	0.803196787	0.827012042
6	7	497.0400224	0.48978585	0.811400775	0.835268938	0.800257028	0.82235675
6	8	567.8937257	0.47635338	0.818618257	0.843387501	0.805269076	0.831793303
6	9	638.5419994	0.4599668	0.816761351	0.840960882	0.805895582	0.831264941
6	10	710.2484179	0.42956805	0.82694377	0.850638961	0.795261044	0.820545592
6	11	781.4920795	0.40943927	0.819320328	0.844716843	0.793927711	0.825291255
6	12	852.1678094	0.38277194	0.822381263	0.848816381	0.790987952	0.818702618
6	13	925.5979192	0.36210224	0.814145061	0.84067879	0.781991968	0.813168888
6	14	993.1930249	0.3387788	0.814803193	0.84115604	0.791325301	0.819006188
6	15	1063.621334	0.32256812	0.812327796	0.839329285	0.775518072	0.811461955
6	16	1129.535338	0.30997697	0.813544241	0.84055001	0.781526104	0.812003221
6	17	1196.507349	0.30183306	0.811931149	0.84003289	0.789108434	0.8175394
6	18	1262.440506	0.29282814	0.81455914	0.842112478	0.783903614	0.814841223
6	19	1327.296	0.28785074	0.813397618	0.841266839	0.779084337	0.814083338
6	20	1391.33833	0.28292528	0.812249947	0.840941063	0.780674699	0.816849353
6	21	1454.972845	0.28160313	0.812849812	0.840571154	0.787212851	0.823024416
6	22	1520.560161	0.2788851	0.813725729	0.841933341	0.785076305	0.821104797
6	23	1582.474601	0.2787662	0.813614448	0.841679288	0.781638554	0.816409513
6	24	1647.051715	0.276678	0.814264939	0.842259691	0.781317269	0.818893697
6	25	1711.277302	0.276633	0.814872445	0.843288558	0.782281124	0.816550372
6	26	1774.478971	0.27660567	0.812472986	0.840677076	0.778779116	0.812862742
6	27	1838.127387	0.2756948	0.814221	0.842494454	0.785477912	0.815886254
6	28	1901.073411	0.27462077	0.81402996	0.842167753	0.781108434	0.816769439
6	29	1965.224612	0.27538773	0.814525708	0.841242936	0.790907631	0.823373548
6	30	2029.285419	0.27589566	0.814775015	0.842923871	0.778104418	0.805906339
6	31	2091.252946	0.27538675	0.812424271	0.840753963	0.785012048	0.817997768
6	32	2153.647264	0.27544174	0.812659011	0.840303758	0.784947791	0.817950545
6	33	2215.62362	0.27540222	0.812415674	0.840948465	0.782088353	0.817437452
6	34	2277.85952	0.27525154	0.813981483	0.842220763	0.786008032	0.82099718
6	35	2339.910273	0.27389628	0.811431342	0.841022712	0.782441767	0.817145218
6	36	2402.838453	0.27464315	0.811173677	0.839426686	0.779325301	0.813108914
6	37	2467.566485	0.27425185	0.81427258	0.842049947	0.777991968	0.808914717
6	38	2530.272241	0.27418855	0.813681312	0.84185657	0.788064257	0.817873674
6	39	2592.678465	0.2738954	0.815366044	0.842067406	0.779421687	0.81128107
6	40	2655.110092	0.27593955	0.810633273	0.839721587	0.781076305	0.813737801
6	41	2717.050938	0.2756093	0.812313229	0.841183942	0.779630522	0.816052249
6	42	2779.802154	0.27407297	0.811932104	0.840673203	0.779084337	0.812964685
6	43	2842.875844	0.27412525	0.811965775	0.840651563	0.786441767	0.816807726
7	1	62.14418871	0.61290574	0.780966515	0.793366944	0.787598394	0.814143603
7	2	124.4112855	0.5580924	0.802141686	0.821363413	0.778859438	0.804515226
7	3	186.3114916	0.526536	0.813849838	0.834445229	0.770843373	0.803101608
7	4	248.4243544	0.50783265	0.810631434	0.831469855	0.760481928	0.794982054
7	5	311.5122899	0.47793248	0.814409166	0.835410773	0.744128514	0.792342475
7	6	372.5677478	0.4554575	0.807389147	0.831996079	0.757381526	0.792666342
7	7	432.0427571	0.42349747	0.824760315	0.844119005	0.765461847	0.791172051
7	8	493.762717	0.40197712	0.822593457	0.840854937	0.756481928	0.782380664
7	9	555.2794224	0.3683096	0.82613929	0.846836021	0.766441767	0.79057944
7	10	617.3730578	0.34261164	0.824862771	0.845844782	0.759325301	0.787707291
7	11	679.9700826	0.3173623	0.825448131	0.844789738	0.760192771	0.779850592
7	12	741.8653542	0.29661003	0.824615349	0.844479822	0.757574297	0.77563743
7	13	803.486516	0.2803784	0.825762425	0.845303646	0.760385542	0.777717509
7	14	864.9061558	0.26902527	0.824463456	0.845487977	0.75448996	0.775753699
7	15	927.5294601	0.2586856	0.825894734	0.846455062	0.75297992	0.776620052
7	16	989.7616299	0.25313163	0.824563046	0.845275337	0.754409639	0.775874608
7	17	1051.506609	0.24761271	0.825416129	0.845513275	0.747935743	0.771463958
7	18	1113.949108	0.24379137	0.82352368	0.84478413	0.753654618	0.777140322
7	19	1175.778671	0.24193473	0.821340343	0.843547303	0.752514056	0.775200756
7	20	1238.66108	0.23880091	0.822978682	0.844439036	0.753236948	0.774863128
7	21	1300.284749	0.23829307	0.822211098	0.843491742	0.753381526	0.775713412
7	22	1363.871312	0.23854807	0.824375807	0.845038765	0.758570281	0.781540342
7	23	1424.850662	0.23703955	0.821708611	0.842505039	0.752369478	0.777170707
7	24	1486.574742	0.23690529	0.822955277	0.843454913	0.753718876	0.776057887
7	25	1548.917546	0.2369256	0.823056061	0.844549083	0.756546185	0.778161103
7	26	1608.988975	0.23693451	0.821037274	0.842778063	0.754072289	0.778026781
7	27	1672.00019	0.23659328	0.825459833	0.846665449	0.749461847	0.773931858
7	28	1733.843485	0.23563913	0.825092043	0.845349794	0.758714859	0.77933683
7	29	1794.413255	0.23592868	0.820987121	0.842570811	0.757574297	0.779364417
7	30	1856.203768	0.23608992	0.821928091	0.843327878	0.75339759	0.773281182
7	31	1919.436607	0.23687647	0.82269448	0.843662865	0.755935743	0.778776828
7	32	1981.173693	0.23576696	0.823018565	0.844091063	0.756385542	0.778921962
7	33	2042.650022	0.2360993	0.821688072	0.843386775	0.754554217	0.77655074
7	34	2104.522182	0.23657084	0.823899113	0.844649834	0.756369478	0.777612095
7	35	2166.755245	0.23599106	0.823633062	0.845198125	0.752369478	0.776593718
7	36	2228.429329	0.23625945	0.822111031	0.842929118	0.762008032	0.784247048
7	37	2290.887602	0.23613013	0.822094552	0.843103815	0.752257028	0.775424458
8	1	62.23025803	0.6138436	0.766139803	0.78728914	0.765799197	0.790918747
8	2	123.4337758	0.55750316	0.786419045	0.810198727	0.773108434	0.808990266
8	3	186.5451814	0.53163	0.803396672	0.82672123	0.778586345	0.812984332
8	4	250.1462368	0.51757145	0.805653158	0.829862878	0.772289157	0.806949738
8	5	309.9533625	0.5097579	0.813266651	0.833229172	0.781751004	0.821651085
8	6	372.2853144	0.49069405	0.820085311	0.841276518	0.770329317	0.798130088
8	7	434.3248262	0.4753724	0.825142344	0.845853646	0.785269076	0.814598134
8	8	496.5322791	0.4630561	0.824994746	0.847590722	0.76562249	0.792057822
8	9	558.1249096	0.4237156	0.827498901	0.849232156	0.760192771	0.780136946
8	10	619.5778974	0.39774007	0.829635494	0.851533818	0.767301205	0.789412082
8	11	681.6876694	0.37361613	0.827668711	0.851168107	0.769606426	0.78746497
8	12	744.7953425	0.34190893	0.83358554	0.85633829	0.742538153	0.763185633
8	13	807.6899323	0.3035643	0.832085674	0.854329084	0.749526104	0.767750629
8	14	869.0826199	0.266577	0.830421491	0.853925014	0.758682731	0.770425306
8	15	930.9956237	0.2340512	0.831010929	0.853975602	0.769927711	0.76960279
8	16	992.04603	0.21108784	0.829943349	0.85113816	0.762859438	0.764089531
8	17	1055.30239	0.19365913	0.830379695	0.852220097	0.764626506	0.766516694
8	18	1118.107736	0.18279094	0.826995443	0.84845463	0.768931727	0.767852629
8	19	1181.499465	0.17133848	0.829885074	0.850967537	0.764610442	0.766937642
8	20	1244.766756	0.16624036	0.831193636	0.851369495	0.767582329	0.765312111
8	21	1306.40482	0.16243204	0.830613273	0.851861432	0.758746988	0.75668794
8	22	1367.49919	0.15661319	0.829342686	0.849011761	0.758313253	0.758243032
8	23	1429.612064	0.1542023	0.828971063	0.850151133	0.759839357	0.76169311
8	24	1491.173335	0.152817	0.830034822	0.850591577	0.76302008	0.761744787
8	25	1554.058026	0.15171085	0.82930304	0.850015901	0.757502008	0.761355499
8	26	1615.222561	0.1511198	0.8279491	0.849132538	0.758859438	0.76199125
8	27	1677.640492	0.15113163	0.829481209	0.849364437	0.763004016	0.765773776
8	28	1739.728849	0.15024619	0.827585836	0.848527432	0.765301205	0.766190046
8	29	1802.23424	0.15033253	0.829728878	0.850302384	0.764321285	0.762698156
8	30	1863.995595	0.15079351	0.828525402	0.849459984	0.758216867	0.757193385
8	31	1925.042461	0.15029013	0.829319042	0.850195157	0.761349398	0.760725775
8	32	1987.113018	0.14997506	0.828355115	0.849600789	0.757333333	0.7608468
8	33	2048.930006	0.14976417	0.8302684	0.850900289	0.762891566	0.762672258
8	34	2110.204092	0.1499501	0.829197237	0.85127073	0.761172691	0.760892563
8	35	2172.214422	0.1497254	0.830872406	0.851150499	0.763702811	0.761374027
8	36	2234.127897	0.15166855	0.828573407	0.848935631	0.765670683	0.761972899
8	37	2296.430106	0.15021905	0.82762596	0.847925055	0.758056225	0.759283979
8	38	2361.575063	0.14974289	0.831787134	0.853004134	0.763341365	0.760505898
8	39	2421.951082	0.15004034	0.827415071	0.849024785	0.760899598	0.759713987
8	40	2485.102861	0.15081891	0.82813324	0.849107604	0.760915663	0.759776062
8	41	2546.453869	0.15094048	0.829897732	0.849361472	0.767236948	0.76863191
8	42	2608.364877	0.14948043	0.831627116	0.851039467	0.759325301	0.760498321
8	43	2669.4213	0.14984563	0.829028383	0.849547108	0.767100402	0.766473904
8	44	2732.212934	0.15145043	0.828109834	0.848168558	0.764433735	0.758267769
8	45	2794.293803	0.15024485	0.829229718	0.849762694	0.762698795	0.75894924
8	46	2856.381729	0.15077254	0.829666065	0.850751021	0.767084337	0.763454723
8	47	2919.078407	0.1499538	0.827053479	0.848331067	0.761879518	0.7616595
8	48	2981.463817	0.14995612	0.828978945	0.850686725	0.760771084	0.762084389
8	49	3045.170085	0.15115932	0.830054167	0.849894584	0.762329317	0.762982892
8	50	3107.403467	0.15056942	0.830619722	0.85109689	0.758795181	0.757862971
9	1	62.17600987	0.6200652	0.755552943	0.767294053	0.768835341	0.793551887
9	2	123.4479391	0.565458	0.784919506	0.802504628	0.761381526	0.786803939
9	3	181.7057395	0.52930146	0.79952346	0.820117716	0.789108434	0.817354193
9	4	244.1799056	0.51135254	0.803968682	0.822575528	0.784337349	0.813553034
9	5	305.8001766	0.4933582	0.807908786	0.830625362	0.792497992	0.81371756
9	6	368.8596443	0.47996426	0.804847977	0.828513259	0.780706827	0.806765621
9	7	430.8787228	0.446825	0.811926785	0.834378305	0.783582329	0.811293908
9	8	490.7664549	0.42419165	0.813006312	0.835029125	0.78226506	0.807857111
9	9	552.3655915	0.40308505	0.811552129	0.834189588	0.777301205	0.805235021
9	10	614.0254872	0.36944094	0.815888872	0.841498463	0.771935743	0.806210065
9	11	675.8148324	0.33554286	0.810213592	0.836398594	0.777180723	0.805327913
9	12	737.0307022	0.30044878	0.816591831	0.841116101	0.778120482	0.814965771
9	13	799.5500911	0.270101	0.814307574	0.839657133	0.778522088	0.809076242
9	14	861.3911745	0.2394646	0.815794014	0.841439828	0.773542169	0.805811097
9	15	922.9052132	0.21692169	0.817263966	0.840113872	0.772128514	0.802358797
9	16	985.8640051	0.19832985	0.814197423	0.836686215	0.76248996	0.797911288
9	17	1047.247381	0.17986566	0.813546075	0.836003275	0.762184739	0.794133097
9	18	1110.628286	0.16620481	0.81272293	0.837557833	0.754393574	0.793789033
9	19	1172.178386	0.15825063	0.810767214	0.835207743	0.755694779	0.788834954
9	20	1234.150267	0.15393297	0.81027261	0.833906632	0.753686747	0.788715962
9	21	1293.995864	0.15043752	0.811126578	0.834611225	0.755317269	0.786520931
9	22	1356.135884	0.15228513	0.81171174	0.835842552	0.756321285	0.791122872
9	23	1418.116258	0.15006551	0.811310084	0.834717044	0.752562249	0.78499048
9	24	1480.565315	0.15035282	0.810342142	0.834738866	0.754024096	0.786598686
9	25	1542.353868	0.14870167	0.81091225	0.833741428	0.755694779	0.790566607
9	26	1603.739067	0.1482569	0.809900343	0.83349261	0.75675502	0.790534275
9	27	1665.709446	0.14901823	0.811999423	0.835148852	0.7597751	0.793547995
9	28	1727.888558	0.14824454	0.812116025	0.835133112	0.751502008	0.79175837
9	29	1789.968893	0.14815734	0.810869002	0.83544763	0.760899598	0.794007846
9	30	1852.036101	0.14866719	0.811550934	0.835329919	0.756594378	0.795181075
9	31	1913.112931	0.14861742	0.812369539	0.834235995	0.758072289	0.789072476
9	32	1974.832476	0.14798512	0.812661284	0.835980657	0.756883534	0.792299732
9	33	2036.598867	0.14767526	0.810562921	0.834515981	0.760465863	0.794664859
9	34	2100.695456	0.14799504	0.811586297	0.835130742	0.757879518	0.79476629
9	35	2162.229251	0.14781108	0.811248198	0.835443477	0.755807229	0.793800138
9	36	2224.46006	0.14713033	0.810487655	0.83414382	0.759791165	0.795961091
9	37	2286.072049	0.1485545	0.810927542	0.835196575	0.75524498	0.788390089
9	38	2347.864175	0.14771837	0.809323783	0.833098883	0.753413655	0.790595685
9	39	2409.51811	0.14755711	0.811860599	0.835596044	0.758811245	0.7958512
9	40	2471.473902	0.14837638	0.811259429	0.834308801	0.756481928	0.791732175
9	41	2533.00767	0.14785945	0.810562682	0.834405431	0.757012048	0.795403731
9	42	2594.688321	0.14705127	0.811660607	0.837011496	0.755807229	0.797509036
9	43	2656.330038	0.14768818	0.810428638	0.833672338	0.753943775	0.789422239
