Val	Epoch	Time	Loss_train	AUC_dev	PRC_dev	AUC_test	PRC_test
1	33	1766.772683	0.22937052	0.796090153	0.814918632	0.840914125	0.849557833
1	34	1824.127102	0.22914876	0.797767413	0.816860332	0.841085141	0.849097552
1	35	1881.412731	0.22956291	0.797325365	0.815405514	0.84056529	0.849104746
1	36	1938.611555	0.22894233	0.799651038	0.819172556	0.841938978	0.850892289
1	37	1996.540161	0.22927898	0.796059718	0.815846038	0.841537039	0.850622133
1	38	2053.731653	0.22943038	0.796384109	0.815957854	0.841560665	0.850068294
1	39	2111.436546	0.22933827	0.797274145	0.815405869	0.841409838	0.850375134
1	40	2168.769927	0.2289909	0.796222656	0.814795977	0.838739776	0.847395622
1	41	2226.209615	0.23133145	0.798459993	0.816762569	0.842588079	0.851527021
1	42	2283.810156	0.22931597	0.798011635	0.818035275	0.84069805	0.848962337
1	43	2341.185985	0.22968121	0.796766773	0.816338777	0.841083897	0.850385113
1	44	2397.813372	0.22863635	0.800431211	0.81957485	0.84117789	0.850721191
1	45	2454.61337	0.22998796	0.798878288	0.81455645	0.840501287	0.848728612
1	46	2511.171096	0.22935027	0.798415454	0.815127146	0.842102607	0.850946462
1	47	2569.416098	0.23078738	0.799206391	0.817870822	0.841945196	0.850460393
1	48	2626.017655	0.23115498	0.796748586	0.816572179	0.840836297	0.851966578
1	49	2682.207884	0.22974405	0.797485334	0.816817132	0.840433699	0.849522917
1	50	2739.619245	0.22990951	0.796024087	0.814654375	0.842737737	0.851388756
2	1	56.66115985	0.62956536	0.722820646	0.749095311	0.771821096	0.788455427
2	2	113.6214097	0.5865403	0.754777848	0.792585699	0.795637624	0.816685933
2	3	171.5605987	0.54837126	0.773983485	0.809726212	0.812387044	0.833885759
2	4	229.4674176	0.5232264	0.779750371	0.812259886	0.817455648	0.835727942
2	5	286.6912935	0.508148	0.782038276	0.81550375	0.823845714	0.842744305
2	6	343.1912866	0.49138764	0.778263938	0.816567502	0.822174319	0.844683215
2	7	400.0263722	0.4590191	0.784820422	0.818949132	0.833554284	0.851536248
2	8	456.5554899	0.4346243	0.778326275	0.816392908	0.824666709	0.844260968
2	9	513.6293649	0.40039235	0.792916771	0.823025843	0.840125314	0.855409555
2	10	571.1523424	0.36850825	0.789817747	0.82271814	0.841105549	0.854975305
2	11	628.8621045	0.33233464	0.790620703	0.821368199	0.844603335	0.856553842
2	12	685.4432842	0.3048021	0.789196606	0.820402878	0.847229655	0.85900976
2	13	743.0154527	0.2798388	0.787327619	0.81831243	0.844371753	0.855840522
2	14	800.8343256	0.2586127	0.789480832	0.818565075	0.844180256	0.856269107
2	15	858.2685973	0.24313156	0.787355448	0.817258803	0.843620247	0.854846545
2	16	915.621623	0.23104073	0.786694604	0.816962009	0.845812883	0.856787068
2	17	972.7301149	0.22235596	0.787232258	0.816063518	0.844792784	0.855419328
2	18	1031.263247	0.218766	0.788283819	0.818608142	0.844958094	0.855042655
2	19	1089.423154	0.2165684	0.787373629	0.816683955	0.843836249	0.853619637
2	20	1147.969976	0.2120727	0.785584047	0.814418266	0.844277321	0.854668133
2	21	1206.51646	0.21248394	0.784694265	0.81384867	0.843176469	0.853591252
2	22	1265.150714	0.20936576	0.78482673	0.815305227	0.843780877	0.853309922
2	23	1323.279808	0.2108258	0.783434915	0.814270563	0.841925446	0.852870915
2	24	1381.362396	0.20840614	0.785811872	0.817401309	0.843201046	0.853419875
2	25	1439.99732	0.20786439	0.783933608	0.814503673	0.843132654	0.854446216
2	26	1498.392394	0.20663734	0.78552171	0.815390067	0.845190407	0.85550983
2	27	1556.955244	0.2081356	0.784360689	0.816373543	0.843232279	0.854678625
2	28	1614.932785	0.207128	0.784045295	0.81490728	0.844208783	0.855109171
2	29	1673.0227	0.20869826	0.78518294	0.815541111	0.843250785	0.854549398
2	30	1731.179379	0.20777068	0.784355865	0.814034706	0.843617322	0.855350178
2	31	1789.664156	0.20748763	0.783918395	0.815187757	0.842821562	0.853508455
2	32	1848.36244	0.20830972	0.784574044	0.815770888	0.844571882	0.854849251
2	33	1906.7138	0.20794801	0.783874982	0.814835681	0.844874196	0.854249014
2	34	1964.519937	0.20582326	0.784399649	0.813511216	0.844321941	0.855384903
2	35	2022.297657	0.20694453	0.787156193	0.816795967	0.842458318	0.853273317
2	36	2080.176718	0.20762682	0.78366608	0.813226176	0.845527246	0.85641769
2	37	2138.794807	0.20830768	0.786794788	0.815710601	0.844130151	0.854966705
2	38	2197.071846	0.20761631	0.786871967	0.816769125	0.843319031	0.85446496
3	1	57.90834744	0.63449115	0.741220979	0.766941278	0.774769552	0.792677303
3	2	115.2690852	0.5711299	0.776248685	0.808672996	0.804611586	0.827790743
3	3	174.4178078	0.5358625	0.788014946	0.820727547	0.819946281	0.841829528
3	4	232.8016749	0.5201351	0.789918432	0.825099024	0.82143203	0.84319759
3	5	291.3320782	0.50824326	0.796049246	0.829427186	0.827583347	0.847764989
3	6	350.1839453	0.48704547	0.803262885	0.835419475	0.832123249	0.851984951
3	7	408.1460031	0.47043365	0.798494887	0.831171786	0.833822292	0.853130177
3	8	466.970986	0.43962866	0.804959906	0.837916186	0.84627685	0.863409193
3	9	525.3512847	0.41328263	0.803758252	0.838387545	0.84714656	0.864026122
3	10	583.2526612	0.3778722	0.802964328	0.834540104	0.848246097	0.860262541
3	11	641.4092273	0.33561406	0.808792129	0.840983332	0.853941711	0.86773006
3	12	699.5754664	0.30380696	0.805058683	0.837017413	0.853856496	0.866215565
3	13	757.654097	0.27615657	0.802942048	0.835890349	0.852063825	0.866463023
3	14	815.867408	0.2531909	0.804694027	0.837332887	0.855691884	0.869801363
3	15	874.0422756	0.23976086	0.803589293	0.836517707	0.854593299	0.868149579
3	16	932.2063935	0.22773701	0.802457821	0.833985732	0.854311466	0.866977022
3	17	990.2333808	0.2193949	0.802943905	0.835443089	0.855129974	0.869009195
3	18	1048.530648	0.21823391	0.801967282	0.835333201	0.854382345	0.868274688
3	19	1106.835578	0.21490481	0.804086516	0.836403062	0.854460246	0.867698558
3	20	1164.471919	0.21269794	0.803559214	0.836152552	0.856009047	0.87011174
3	21	1222.735926	0.21169955	0.80242143	0.836010489	0.854423965	0.867797749
3	22	1281.246929	0.21080396	0.801932005	0.835138999	0.853619648	0.866612132
3	23	1339.359917	0.21041137	0.803002205	0.834817313	0.854073009	0.867499873
3	24	1397.569272	0.20997143	0.801540613	0.835305935	0.854055893	0.868067682
3	25	1456.041179	0.20971425	0.80154247	0.834697873	0.855058217	0.869243382
4	1	58.64400849	0.6355738	0.726676118	0.737513724	0.752795581	0.766063334
4	2	116.8508153	0.59149146	0.766099052	0.792548683	0.78490186	0.810741599
4	3	174.8938275	0.56928664	0.787675242	0.813594242	0.809144904	0.828145322
4	4	233.6540398	0.5354854	0.795656422	0.822571963	0.81895449	0.837766239
4	5	291.9851169	0.51715684	0.80189566	0.82607772	0.824851037	0.843044621
4	6	350.7378379	0.5084728	0.806984979	0.834110896	0.827443491	0.845349929
4	7	409.1656664	0.4933025	0.803682115	0.827868346	0.827115649	0.846998137
4	8	467.0488323	0.46286336	0.81411967	0.841058903	0.836580934	0.856050145
4	9	524.9688417	0.4399776	0.805622881	0.829966581	0.834465688	0.851066768
4	10	582.7164723	0.40489438	0.802787404	0.824088011	0.832018211	0.844945746
4	11	641.2632542	0.36768124	0.800359962	0.822274657	0.838120299	0.851434448
4	12	699.7139417	0.33932456	0.802216896	0.823370484	0.843290723	0.854185729
4	13	757.9985556	0.32167944	0.801804037	0.823298006	0.844294364	0.855237331
4	14	816.0471406	0.30561665	0.803143508	0.82439517	0.84756525	0.857344658
4	15	874.7158201	0.29419562	0.802654978	0.822832665	0.847522679	0.857312281
4	16	933.137597	0.28533426	0.80201399	0.822351029	0.847356929	0.856609347
4	17	991.2179306	0.27809882	0.803346784	0.823651389	0.847746946	0.857604193
4	18	1049.438933	0.27589852	0.800472728	0.820446425	0.847586536	0.857227692
4	19	1107.752153	0.2725837	0.799197431	0.821136931	0.845693947	0.855465507
4	20	1166.082573	0.27203196	0.799023459	0.820217673	0.847069098	0.857016126
4	21	1224.940397	0.2698728	0.801310685	0.82154518	0.846517136	0.85614633
4	22	1283.363932	0.27047774	0.800405959	0.81957224	0.848254728	0.856915422
4	23	1341.527552	0.26957315	0.799657398	0.820062142	0.848331897	0.857994204
4	24	1399.628927	0.268683	0.799384385	0.819063827	0.849023862	0.858306546
4	25	1458.402969	0.26934156	0.798244853	0.819615682	0.848342869	0.856560563
4	26	1517.161558	0.26899236	0.801324781	0.822251047	0.846040368	0.85713394
4	27	1575.302214	0.2682516	0.799935605	0.82070515	0.847157606	0.856403452
4	28	1634.485728	0.26929057	0.803481435	0.822843669	0.847536723	0.857936717
4	29	1693.582532	0.26945978	0.799694122	0.821927949	0.845777773	0.855098238
4	30	1751.735796	0.26947057	0.801350005	0.821303639	0.848013784	0.857425549
4	31	1809.657864	0.26886505	0.798576845	0.820222041	0.848690168	0.857785814
4	32	1868.151503	0.26978502	0.800116624	0.82295568	0.845583496	0.855423087
4	33	1926.274438	0.26771858	0.800078046	0.820112113	0.846751643	0.856302875
5	1	58.90551951	0.63092124	0.749254618	0.755234988	0.768469676	0.783803431
5	2	117.3078158	0.58019006	0.784129212	0.798622639	0.796105029	0.816867035
5	3	176.6894755	0.5455143	0.808432563	0.828240711	0.819585377	0.842092377
5	4	235.30864	0.5237938	0.810496612	0.830107895	0.826333348	0.848568604
5	5	294.1508307	0.51258343	0.813433584	0.834844297	0.82629363	0.848850997
5	6	352.4167198	0.5005489	0.811756057	0.829354153	0.824830922	0.845270041
5	7	410.6435607	0.47733483	0.82653597	0.844138273	0.836248557	0.858934818
5	8	469.1766622	0.4600885	0.824565116	0.841227119	0.837450498	0.858055064
5	9	527.9341072	0.4213479	0.82721359	0.844611014	0.841895237	0.86389302
5	10	586.1724677	0.39325866	0.817055231	0.838012932	0.839076615	0.861113619
5	11	644.6904893	0.35992083	0.822455398	0.842033227	0.84582305	0.864103099
5	12	703.6118875	0.33643845	0.81829871	0.836808698	0.844050348	0.861857148
5	13	762.1580696	0.3114075	0.822723847	0.842538176	0.851183728	0.868670902
5	14	820.9018756	0.29140645	0.81901346	0.839031969	0.847709787	0.865677538
5	15	879.5594207	0.27381554	0.816929732	0.838169041	0.849217627	0.866032311
5	16	938.4286922	0.26287344	0.820827996	0.840735722	0.849135849	0.865040131
5	17	997.1828241	0.2543361	0.815786503	0.836733345	0.849876822	0.865726497
5	18	1055.966617	0.24937758	0.81754386	0.839210941	0.849252078	0.865444094
5	19	1114.357109	0.24523869	0.817925555	0.838396099	0.84717143	0.864493391
5	20	1172.723783	0.24298702	0.814525202	0.835034442	0.848592591	0.865272556
5	21	1231.234324	0.23929906	0.816626381	0.836537166	0.848266285	0.865047788
5	22	1289.087769	0.23776954	0.817057458	0.837036457	0.847254671	0.864605135
5	23	1347.384836	0.23781754	0.815569294	0.835280522	0.84883946	0.864189068
5	24	1405.289278	0.23490557	0.815972153	0.836364982	0.847455531	0.864217634
5	25	1463.738781	0.23429318	0.815373248	0.83710273	0.846750546	0.863515106
5	26	1521.766967	0.23477954	0.816053096	0.837319351	0.848370519	0.864760769
5	27	1580.744422	0.23402499	0.816415854	0.836085104	0.846865605	0.864251882
5	28	1639.086309	0.23330493	0.816851759	0.837862741	0.847174283	0.864192477
5	29	1697.627254	0.2324449	0.817424301	0.838802531	0.847705472	0.863940573
5	30	1756.38793	0.23381416	0.817318481	0.83754339	0.848212083	0.865182018
5	31	1815.085318	0.23116085	0.816060893	0.835536601	0.847974724	0.863884162
5	32	1873.330684	0.23161161	0.81543971	0.835000006	0.849905861	0.865498802
5	33	1931.748541	0.23160441	0.814866797	0.836854758	0.845832705	0.862829037
5	34	1989.802214	0.23259483	0.816481946	0.83776748	0.848933453	0.864743265
5	35	2048.450838	0.2305372	0.813173675	0.834088796	0.847297023	0.863706715
5	36	2107.072283	0.23160371	0.81445317	0.835548726	0.847912476	0.863796646
5	37	2165.294368	0.23130067	0.817720226	0.838118982	0.848282304	0.864974123
5	38	2223.965699	0.23047006	0.813951174	0.835489951	0.847750969	0.863539288
5	39	2282.081168	0.23100725	0.812949411	0.83456068	0.847700205	0.864124
5	40	2340.263356	0.23164187	0.816304465	0.835227344	0.848360351	0.864294158
5	41	2398.867299	0.2321062	0.816313376	0.836033279	0.847349615	0.863342963
6	1	58.37240128	0.6219581	0.725670528	0.756200927	0.780623236	0.799330574
6	2	116.7391734	0.57168865	0.76279934	0.788786003	0.801083151	0.819464922
6	3	174.7889766	0.5415798	0.77294596	0.80161817	0.81257386	0.831138146
6	4	232.7365815	0.5188715	0.78354274	0.814507473	0.821438248	0.841972023
6	5	291.2382693	0.5022598	0.786199914	0.818723668	0.824153367	0.844602933
6	6	349.9989145	0.48595828	0.794981207	0.825606469	0.829045542	0.849527688
6	7	408.4676993	0.47403976	0.789611192	0.816664709	0.826702006	0.844597543
6	8	466.7257841	0.44303837	0.802530773	0.834033214	0.841222876	0.858999908
6	9	525.3000372	0.41305256	0.797285823	0.829486767	0.838668093	0.854714521
6	10	582.9850602	0.38038984	0.804939301	0.833319566	0.850404134	0.864998703
6	11	641.2697422	0.34383506	0.801785205	0.831596049	0.852809917	0.866708973
6	12	698.8377022	0.31455752	0.807183796	0.836889489	0.854923774	0.868462863
6	13	757.265514	0.28536662	0.806930326	0.834781272	0.853726953	0.866316997
6	14	815.1574831	0.26297882	0.806284217	0.832632159	0.851780529	0.861010244
6	15	872.5472658	0.24025121	0.803642258	0.830584865	0.85171338	0.859518161
6	16	931.1122065	0.22572316	0.804194847	0.830162732	0.852211507	0.859807932
6	17	989.4684885	0.21865822	0.803286731	0.829640785	0.850794882	0.85920362
6	18	1047.86027	0.21347384	0.802255777	0.828371805	0.851932527	0.858503978
6	19	1106.644175	0.21010514	0.801843841	0.828535706	0.85132373	0.857481559
6	20	1164.738684	0.2071359	0.804544065	0.830358563	0.852254298	0.858782894
6	21	1222.642835	0.20791051	0.802440592	0.828952506	0.851151397	0.85692738
6	22	1281.380497	0.20653407	0.802148897	0.829530125	0.849853634	0.856842604
6	23	1339.273321	0.20658875	0.801843841	0.827509854	0.851832463	0.858436034
6	24	1396.922805	0.2061831	0.803228095	0.829635292	0.851233101	0.858669964
6	25	1455.126527	0.20604533	0.803233291	0.829903095	0.851871303	0.858539932
7	1	57.57826728	0.6205198	0.749605493	0.760766521	0.780530779	0.801597463
7	2	116.1292151	0.5670901	0.782489604	0.798905087	0.80187123	0.823641762
7	3	173.8171242	0.5340763	0.796010787	0.816568289	0.816465831	0.841333832
7	4	232.1244573	0.51326627	0.79496322	0.818212057	0.823303334	0.84802068
7	5	290.3119509	0.48478952	0.804751147	0.827225844	0.829519385	0.852362779
7	6	348.1580735	0.46311873	0.807041402	0.832023859	0.831257488	0.855290435
7	7	406.0659252	0.44718036	0.804674731	0.829816622	0.835812312	0.859686485
7	8	465.1674946	0.42065132	0.805589498	0.8332098	0.84298958	0.864130811
7	9	522.8781994	0.3979751	0.804603508	0.831922856	0.839849772	0.86021203
7	10	581.3133162	0.3674252	0.807674987	0.832392807	0.847001731	0.865677856
7	11	639.5053637	0.34132084	0.808139418	0.831036595	0.848233442	0.865432522
7	12	697.742834	0.31730527	0.802839263	0.825844878	0.844606553	0.862515164
7	13	755.909863	0.30188236	0.803837123	0.824950066	0.847443974	0.863345013
7	14	814.299141	0.28140903	0.79941538	0.820847402	0.848606489	0.863351303
7	15	872.8911009	0.2659198	0.798154887	0.817451084	0.84656885	0.85959387
7	16	931.70697	0.25242293	0.800645827	0.82078942	0.851111605	0.864463429
7	17	990.6509001	0.24334568	0.800735968	0.820335128	0.848779699	0.861605363
8	1	57.72318486	0.6255379	0.768590234	0.784522445	0.775651185	0.797967773
8	2	116.0289573	0.5700322	0.799282149	0.821385747	0.795047991	0.81867696
8	3	174.3056848	0.5385476	0.810699066	0.833610885	0.813019321	0.838434147
8	4	232.2411886	0.51900434	0.816233181	0.837537151	0.816370156	0.841039124
8	5	289.8534259	0.50377965	0.815158556	0.837361359	0.817970891	0.839453184
8	6	348.0169013	0.47181538	0.82431494	0.845646007	0.832605576	0.852363097
8	7	406.0287356	0.44482747	0.827406759	0.85117719	0.83731686	0.857472681
8	8	464.1808679	0.4188207	0.826148888	0.850524789	0.835110107	0.853592813
8	9	522.7112073	0.38797152	0.821378547	0.844410744	0.839313755	0.857135447
8	10	580.906597	0.3502038	0.822238395	0.846492521	0.844740411	0.862641555
8	11	639.3340967	0.31404024	0.821461638	0.846878235	0.846374208	0.862518543
8	12	697.8423276	0.28289306	0.82230294	0.84645854	0.847515145	0.862319071
8	13	756.1029502	0.25778884	0.822058117	0.846517601	0.847743508	0.862598634
8	14	814.3102367	0.23618194	0.825054603	0.848930855	0.851309759	0.865421158
8	15	872.5728767	0.22285643	0.827437548	0.851075452	0.852982323	0.867135165
8	16	931.1120462	0.21059772	0.825569473	0.84905819	0.852757764	0.866204574
8	17	989.0008289	0.19938047	0.825297571	0.848463495	0.855216652	0.867893889
8	18	1047.010002	0.1910086	0.825883663	0.849048527	0.853069806	0.866159782
8	19	1105.243035	0.18744841	0.824359825	0.847863764	0.853135272	0.865778544
8	20	1163.591022	0.18422462	0.82437763	0.848217103	0.852540812	0.865084429
9	1	58.58421872	0.62666	0.742546586	0.766042282	0.776366191	0.790389777
9	2	116.7760563	0.57172084	0.783398604	0.813269205	0.805057705	0.825114383
9	3	174.5218152	0.53804183	0.787132626	0.818185457	0.807568893	0.828064514
9	4	232.8606514	0.5210815	0.794821406	0.825044884	0.816299789	0.834816713
9	5	290.8223446	0.50707006	0.799249122	0.825840646	0.818588392	0.837662437
9	6	349.6469489	0.4931786	0.796925821	0.827868029	0.816980196	0.837237405
9	7	407.7907974	0.46590203	0.80722938	0.83663218	0.829716441	0.85086045
9	8	466.6283863	0.44336197	0.808360475	0.840176678	0.829628811	0.851063478
9	9	524.8042481	0.4225756	0.801619459	0.835234652	0.830966878	0.849605936
9	10	583.2046999	0.39504406	0.808962689	0.83961264	0.840396029	0.860150727
9	11	641.3614151	0.35726735	0.801473905	0.830009962	0.840783266	0.859288737
9	12	699.9253429	0.32584673	0.801565756	0.833279093	0.846708779	0.864626663
0.883781464	0.897856791						
